From	To	Species	Gene Name
253096_at	AT4G37330	Arabidopsis thaliana	cytochrome P450, family 81, subfamily D, polypeptide 4(CYP81D4)
250179_at	AT5G14440	Arabidopsis thaliana	Surfeit locus protein 2 (SURF2)(AT5G14440)
245638_s_at	AT1G24822	Arabidopsis thaliana	hypothetical protein(AT1G24822)
254600_at	AT4G19010	Arabidopsis thaliana	AMP-dependent synthetase and ligase family protein(AT4G19010)
250609_at	AT5G07470	Arabidopsis thaliana	peptidemethionine sulfoxide reductase 3(PMSR3)
262318_at	AT1G27620	Arabidopsis thaliana	HXXXD-type acyl-transferase family protein(AT1G27620)
264860_at	AT1G24290	Arabidopsis thaliana	AAA-type ATPase family protein(AT1G24290)
248466_at	AT5G50720	Arabidopsis thaliana	HVA22 homologue E(HVA22E)
246318_at	AT3G56740	Arabidopsis thaliana	Ubiquitin-associated (UBA) protein(AT3G56740)
260256_at	AT1G74350	Arabidopsis thaliana	Intron maturase, type II family protein(AT1G74350)
266791_at	AT2G02960	Arabidopsis thaliana	RING/FYVE/PHD zinc finger superfamily protein(AT2G02960)
255054_s_at	AT4G09740	Arabidopsis thaliana	glycosyl hydrolase 9B14(GH9B14)
263558_at	AT2G16380	Arabidopsis thaliana	Sec14p-like phosphatidylinositol transfer family protein(AT2G16380)
248982_at	AT5G45120	Arabidopsis thaliana	Eukaryotic aspartyl protease family protein(AT5G45120)
251538_at	AT3G58660	Arabidopsis thaliana	Ribosomal protein L1p/L10e family(AT3G58660)
253469_at	AT4G32180	Arabidopsis thaliana	pantothenate kinase 2(PANK2)
263897_at	AT2G21940	Arabidopsis thaliana	shikimate kinase 1(SK1)
260293_at	AT1G63670	Arabidopsis thaliana	hypothetical protein (DUF3741)(TRM12)
250564_at	AT5G08060	Arabidopsis thaliana	furry(AT5G08060)
262151_at	AT1G52510	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(AT1G52510)
267044_at	AT2G34357	Arabidopsis thaliana	ARM repeat superfamily protein(AT2G34357)
245029_at	AT2G26580	Arabidopsis thaliana	plant-specific transcription factor YABBY family protein(YAB5)
252504_at	AT3G46590	Arabidopsis thaliana	TRF-like 1(TRFL1)
258326_at	AT3G22760	Arabidopsis thaliana	Tesmin/TSO1-like CXC domain-containing protein(SOL1)
251309_at	AT3G61220	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(SDR1)
251060_at	AT5G01820	Arabidopsis thaliana	serine/threonine protein kinase 1(SR1)
262187_at	AT1G77960	Arabidopsis thaliana	repressor ROX1-like protein(AT1G77960)
246343_at	AT3G56720	Arabidopsis thaliana	pre-mRNA-splicing factor(AT3G56720)
251575_at	AT3G58120	Arabidopsis thaliana	Basic-leucine zipper (bZIP) transcription factor family protein(BZIP61)
265212_at	AT1G05030	Arabidopsis thaliana	Major facilitator superfamily protein(AT1G05030)
259594_at	AT1G28140	Arabidopsis thaliana	integral membrane family protein(AT1G28140)
263861_at	AT2G04560	Arabidopsis thaliana	transferases, transferring glycosyl groups(LpxB)
266766_at	AT2G46880	Arabidopsis thaliana	purple acid phosphatase 14(PAP14)
265956_at	AT2G37290	Arabidopsis thaliana	Ypt/Rab-GAP domain of gyp1p superfamily protein(AT2G37290)
250610_at	AT5G07550	Arabidopsis thaliana	glycine-rich protein 19(GRP19)
259255_at	AT3G07690	Arabidopsis thaliana	6-phosphogluconate dehydrogenase family protein(AT3G07690)
267068_at	AT2G41020	Arabidopsis thaliana	WW domain-containing protein(AT2G41020)
259582_at	AT1G28060	Arabidopsis thaliana	Pre-mRNA-splicing factor 3(AT1G28060)
259014_at	AT3G07320	Arabidopsis thaliana	O-Glycosyl hydrolases family 17 protein(AT3G07320)
253084_at	AT4G36260	Arabidopsis thaliana	Lateral root primordium (LRP) protein-like protein(STY2)
265477_at	AT2G46480	Arabidopsis thaliana	galacturonosyltransferase-like protein(GAUT2)
250622_at	AT5G07310	Arabidopsis thaliana	Integrase-type DNA-binding superfamily protein(AT5G07310)
257687_at	AT3G12800	Arabidopsis thaliana	short-chain dehydrogenase-reductase B(SDRB)
263571_at	AT2G17050	Arabidopsis thaliana	disease resistance protein (TIR-NBS-LRR class)(AT2G17050)
249633_at	AT5G37180	Arabidopsis thaliana	sucrose synthase 5(SUS5)
265932_at	AT2G19510	Arabidopsis thaliana	LOB domain-containing protein 8(LBD8)
258351_at	AT3G17700	Arabidopsis thaliana	cyclic nucleotide-binding transporter 1(CNBT1)
258592_at	AT3G04130	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(AT3G04130)
248969_at	AT5G45310	Arabidopsis thaliana	coiled-coil protein(AT5G45310)
251072_at	AT5G01740	Arabidopsis thaliana	Nuclear transport factor 2 (NTF2) family protein(AT5G01740)
264896_at	AT1G23210	Arabidopsis thaliana	glycosyl hydrolase 9B6(GH9B6)
248213_at	AT5G53660	Arabidopsis thaliana	growth-regulating factor 7(GRF7)
261991_at	AT1G33700	Arabidopsis thaliana	Beta-glucosidase, GBA2 type family protein(AT1G33700)
265079_at	AT1G55460	Arabidopsis thaliana	DNA/RNA-binding protein Kin17, conserved region(AT1G55460)
250539_at	AT5G08560	Arabidopsis thaliana	transducin family protein / WD-40 repeat family protein(AT5G08560)
256108_at	AT1G16940	Arabidopsis thaliana	F-box/RNI-like/FBD-like domains-containing protein(AT1G16940)
245188_at	AT1G67660	Arabidopsis thaliana	Restriction endonuclease, type II-like superfamily protein(AT1G67660)
266393_at	AT2G41260	Arabidopsis thaliana	glycine-rich protein / late embryogenesis abundant protein (M17)(M17)
257675_at	AT3G20310	Arabidopsis thaliana	ethylene response factor 7(ERF7)
258003_at	AT3G29030	Arabidopsis thaliana	expansin A5(EXPA5)
251853_at	AT3G54790	Arabidopsis thaliana	ARM repeat superfamily protein(AT3G54790)
265944_at	AT2G19640	Arabidopsis thaliana	ASH1-related protein 2(ASHR2)
248970_at	AT5G45380	Arabidopsis thaliana	urea-proton symporter DEGRADATION OF UREA 3 (DUR3)(DUR3)
252202_at	AT3G50300	Arabidopsis thaliana	HXXXD-type acyl-transferase family protein(AT3G50300)
247260_at	AT5G64500	Arabidopsis thaliana	Major facilitator superfamily protein(AT5G64500)
246627_s_at	AT2G45300	Arabidopsis thaliana	RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta(AT2G45300)
266607_at	AT2G46300	Arabidopsis thaliana	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family(AT2G46300)
262654_at	AT1G14180	Arabidopsis thaliana	RING/U-box superfamily protein(AT1G14180)
252516_at	AT3G46100	Arabidopsis thaliana	Histidyl-tRNA synthetase 1(HRS1)
250167_at	AT5G15310	Arabidopsis thaliana	myb domain protein 16(MYB16)
253445_at	AT4G32605	Arabidopsis thaliana	Mitochondrial glycoprotein family protein(AT4G32605)
250540_at	AT5G08580	Arabidopsis thaliana	Calcium-binding EF hand family protein(AT5G08580)
258338_at	AT3G16150	Arabidopsis thaliana	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein(ASPGB1)
249154_at	AT5G43410	Arabidopsis thaliana	Integrase-type DNA-binding superfamily protein(AT5G43410)
265080_at	AT1G55570	Arabidopsis thaliana	SKU5 similar 12(sks12)
246969_at	AT5G24880	Arabidopsis thaliana	chromo domain cec-like protein(AT5G24880)
248957_at	AT5G45620	Arabidopsis thaliana	Proteasome component (PCI) domain protein(AT5G45620)
251084_at	AT5G01520	Arabidopsis thaliana	RING/U-box superfamily protein(AIRP2)
264884_at	AT1G61170	Arabidopsis thaliana	hypothetical protein(AT1G61170)
262163_at	AT1G77940	Arabidopsis thaliana	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein(AT1G77940)
259002_at	AT3G02000	Arabidopsis thaliana	Thioredoxin superfamily protein(ROXY1)
248491_at	AT5G51010	Arabidopsis thaliana	Rubredoxin-like superfamily protein(AT5G51010)
259570_at	AT1G20440	Arabidopsis thaliana	cold-regulated 47(COR47)
267056_at	AT2G32470	Arabidopsis thaliana	F-box associated ubiquitination effector family protein(AT2G32470)
254108_at	AT4G25230	Arabidopsis thaliana	RPM1 interacting protein 2(RIN2)
253072_at	AT4G37830	Arabidopsis thaliana	cytochrome c oxidase-like protein(AT4G37830)
266910_at	AT2G45920	Arabidopsis thaliana	U-box domain-containing protein(AT2G45920)
251203_at	AT3G63070	Arabidopsis thaliana	Tudor/PWWP/MBT domain-containing protein(AT3G63070)
248225_at	AT5G53740	Arabidopsis thaliana	hypothetical protein(AT5G53740)
247259_at	AT5G64930	Arabidopsis thaliana	CPR5 protein(CPR5)
250634_at	AT5G07480	Arabidopsis thaliana	KAR-UP oxidoreductase 1(KUOX1)
262642_at	AT1G62690	Arabidopsis thaliana	hypothetical protein(AT1G62690)
246248_at	AT4G36560	Arabidopsis thaliana	transmembrane protein(AT4G36560)
265465_at	AT2G37070	Arabidopsis thaliana	TRIO/F-actin-binding protein(AT2G37070)
251865_at	AT3G54930	Arabidopsis thaliana	Protein phosphatase 2A regulatory B subunit family protein(AT3G54930)
250155_at	AT5G15160	Arabidopsis thaliana	BANQUO 2(BNQ2)
255818_at	AT2G33570	Arabidopsis thaliana	glycosyltransferase family protein (DUF23)(GALS1)
246704_at	AT5G28090	Arabidopsis thaliana	hypothetical protein(AT5G28090)
246596_at	AT5G14740	Arabidopsis thaliana	carbonic anhydrase 2(CA2)
251551_at	AT3G58680	Arabidopsis thaliana	multiprotein bridging factor 1B(MBF1B)
249621_at	AT5G37530	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(AT5G37530)
253924_at	AT4G27110	Arabidopsis thaliana	COBRA-like protein 11 precursor(COBL11)
259267_at	AT3G01130	Arabidopsis thaliana	ATP synthase E chain(AT3G01130)
250899_at	AT5G03340	Arabidopsis thaliana	ATPase, AAA-type, CDC48 protein(AtCDC48C)
266909_at	AT2G46020	Arabidopsis thaliana	transcription regulatory protein SNF2(BRM)
260400_at	AT1G69860	Arabidopsis thaliana	Major facilitator superfamily protein(AT1G69860)
252528_at	AT3G46460	Arabidopsis thaliana	ubiquitin-conjugating enzyme 13(UBC13)
246970_at	AT5G24900	Arabidopsis thaliana	cytochrome P450, family 714, subfamily A, polypeptide 2(CYP714A2)
252214_at	AT3G50260	Arabidopsis thaliana	cooperatively regulated by ethylene and jasmonate 1(CEJ1)
258965_at	AT3G10530	Arabidopsis thaliana	Transducin/WD40 repeat-like superfamily protein(AT3G10530)
251371_at	AT3G60360	Arabidopsis thaliana	embryo sac development arrest 14(EDA14)
251096_at	AT5G01550	Arabidopsis thaliana	lectin receptor kinase a4.1(LECRKA4.2)
256302_at	AT1G69526	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G69526)
253793_at	AT4G28710	Arabidopsis thaliana	Myosin family protein with Dil domain-containing protein(XIH)
256543_at	AT1G42480	Arabidopsis thaliana	TLR4 regulator/MIR-interacting MSAP protein(AT1G42480)
258506_at	AT3G06520	Arabidopsis thaliana	agenet domain-containing protein(AT3G06520)
259557_at	AT1G21210	Arabidopsis thaliana	wall associated kinase 4(WAK4)
259798_at	AT1G64310	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G64310)
254121_at	AT4G24760	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(AT4G24760)
257892_at	AT3G17020	Arabidopsis thaliana	Adenine nucleotide alpha hydrolases-like superfamily protein(AT3G17020)
260809_at	AT1G43730	Arabidopsis thaliana	RNA-directed DNA polymerase (reverse transcriptase)-related family protein(AT1G43730)
257135_at	AT3G12900	Arabidopsis thaliana	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT3G12900)
252226_at	AT3G49880	Arabidopsis thaliana	glycosyl hydrolase family protein 43(AT3G49880)
257651_at	AT3G16850	Arabidopsis thaliana	Pectin lyase-like superfamily protein(AT3G16850)
257376_at	AT2G32350	Arabidopsis thaliana	Ubiquitin-like superfamily protein(AT2G32350)
265043_at	AT1G03900	Arabidopsis thaliana	non-intrinsic ABC protein 4(ABCI18)
264209_at	AT1G22740	Arabidopsis thaliana	RAB GTPase homolog G3B(RABG3B)
247574_at	AT5G61230	Arabidopsis thaliana	Ankyrin repeat family protein(ANK6)
267442_at	AT2G19080	Arabidopsis thaliana	metaxin-like protein(AT2G19080)
260787_at	AT1G06230	Arabidopsis thaliana	global transcription factor group E4(GTE4)
253277_at	AT4G34230	Arabidopsis thaliana	cinnamyl alcohol dehydrogenase 5(CAD5)
245679_at	AT1G56590	Arabidopsis thaliana	Clathrin adaptor complexes medium subunit family protein(ZIP4)
266949_s_at	AT2G18840	Arabidopsis thaliana	Integral membrane Yip1 family protein(AT2G18840)
248704_at	AT5G48450	Arabidopsis thaliana	SKU5 similar 3(sks3)
261643_at	AT1G27720	Arabidopsis thaliana	TBP-associated factor 4B(TAF4B)
250932_s_at	AT5G03500	Arabidopsis thaliana	Mediator complex, subunit Med7(AT5G03500)
249996_at	AT5G18600	Arabidopsis thaliana	Thioredoxin superfamily protein(AT5G18600)
256817_at	AT3G21410	Arabidopsis thaliana	F-box and associated interaction domains-containing protein(AT3G21410)
253265_at	AT4G34040	Arabidopsis thaliana	RING/U-box superfamily protein(MBR2)
251383_at	AT3G60740	Arabidopsis thaliana	ARM repeat superfamily protein(TTN1)
261929_at	AT1G22460	Arabidopsis thaliana	O-fucosyltransferase family protein(AT1G22460)
261905_at	AT1G65070	Arabidopsis thaliana	DNA mismatch repair protein MutS, type 2(AT1G65070)
250503_at	AT5G09820	Arabidopsis thaliana	Plastid-lipid associated protein PAP / fibrillin family protein(AT5G09820)
255687_at	AT4G00630	Arabidopsis thaliana	K+ efflux antiporter 2(KEA2)
254648_at	AT4G18550	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(DSEL)
259569_at	AT1G20480	Arabidopsis thaliana	AMP-dependent synthetase and ligase family protein(AT1G20480)
257147_at	AT3G27270	Arabidopsis thaliana	TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein(AT3G27270)
254133_at	AT4G24810	Arabidopsis thaliana	Protein kinase superfamily protein(AT4G24810)
246236_at	AT4G36470	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT4G36470)
255482_at	AT4G02510	Arabidopsis thaliana	translocon at the outer envelope membrane of chloroplasts 159(TOC159)
261173_at	AT1G04830	Arabidopsis thaliana	Ypt/Rab-GAP domain of gyp1p superfamily protein(AT1G04830)
266116_at	AT2G02180	Arabidopsis thaliana	tobamovirus multiplication protein 3(TOM3)
255469_at	AT4G03030	Arabidopsis thaliana	Galactose oxidase/kelch repeat superfamily protein(AT4G03030)
264354_s_at	AT1G03240	Arabidopsis thaliana	hypothetical protein(AT1G03240)
245680_at	AT1G56570	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(PGN)
267454_at	AT2G33730	Arabidopsis thaliana	P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT2G33730)
253059_s_at	AT4G37680	Arabidopsis thaliana	heptahelical protein 4(HHP4)
252238_at	AT3G49960	Arabidopsis thaliana	Peroxidase superfamily protein(AT3G49960)
246224_at	AT4G36590	Arabidopsis thaliana	MADS-box transcription factor family protein(AT4G36590)
247586_at	AT5G60660	Arabidopsis thaliana	plasma membrane intrinsic protein 2;4(PIP2;4)
246728_at	AT5G28040	Arabidopsis thaliana	DNA-binding storekeeper protein-related transcriptional regulator(AT5G28040)
256805_at	AT3G20930	Arabidopsis thaliana	RNA-binding (RRM/RBD/RNP motifs) family protein(AT3G20930)
256531_at	AT1G33320	Arabidopsis thaliana	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein(AT1G33320)
254098_at	AT4G25100	Arabidopsis thaliana	Fe superoxide dismutase 1(FSD1)
253781_at	AT4G28580	Arabidopsis thaliana	magnesium transport 5(MGT5)
252901_at	AT4G39550	Arabidopsis thaliana	Galactose oxidase/kelch repeat superfamily protein(AT4G39550)
246994_at	AT5G67460	Arabidopsis thaliana	O-Glycosyl hydrolases family 17 protein(AT5G67460)
252192_at	AT3G50000	Arabidopsis thaliana	casein kinase II, alpha chain 2(CKA2)
259786_at	AT1G29660	Arabidopsis thaliana	GDSL-like Lipase/Acylhydrolase superfamily protein(AT1G29660)
258518_at	AT3G06570	Arabidopsis thaliana	Galactose oxidase/kelch repeat superfamily protein(AT3G06570)
257123_at	AT3G20030	Arabidopsis thaliana	F-box and associated interaction domains-containing protein(AT3G20030)
265031_at	AT1G61590	Arabidopsis thaliana	Protein kinase superfamily protein(AT1G61590)
263824_at	AT2G40360	Arabidopsis thaliana	Transducin/WD40 repeat-like superfamily protein(AT2G40360)
254636_at	AT4G18700	Arabidopsis thaliana	CBL-interacting protein kinase 12(CIPK12)
249984_at	AT5G18400	Arabidopsis thaliana	Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesi(AT5G18400)
260799_at	AT1G78270	Arabidopsis thaliana	UDP-glucosyl transferase 85A4(UGT85A4)
266104_at	AT2G45150	Arabidopsis thaliana	cytidinediphosphate diacylglycerol synthase 4(CDS4)
255457_at	AT4G02770	Arabidopsis thaliana	photosystem I subunit D-1(PSAD-1)
257352_at	AT2G34900	Arabidopsis thaliana	Transcription factor GTE6(IMB1)
255494_at	AT4G02710	Arabidopsis thaliana	Kinase interacting (KIP1-like) family protein(NET1C)
261185_at	AT1G34540	Arabidopsis thaliana	cytochrome P450, family 94, subfamily D, polypeptide 1(CYP94D1)
264210_at	AT1G22640	Arabidopsis thaliana	myb domain protein 3(MYB3)
261930_at	AT1G22440	Arabidopsis thaliana	Zinc-binding alcohol dehydrogenase family protein(AT1G22440)
261655_at	AT1G01940	Arabidopsis thaliana	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein(AT1G01940)
265067_at	AT1G03850	Arabidopsis thaliana	Glutaredoxin family protein(GRXS13)
248716_at	AT5G48210	Arabidopsis thaliana	prolamin-like protein (DUF1278)(AT5G48210)
260208_s_at	AT1G70670	Arabidopsis thaliana	Caleosin-related family protein(CLO4)
255228_at	AT4G05470	Arabidopsis thaliana	RNI-like superfamily protein(AT4G05470)
257663_at	AT3G20260	Arabidopsis thaliana	DUF1666 family protein (DUF1666)(AT3G20260)
255675_at	AT4G00480	Arabidopsis thaliana	basic helix-loop-helix (bHLH) DNA-binding superfamily protein(ATMYC1)
265560_at	AT2G05520	Arabidopsis thaliana	glycine-rich protein 3(GRP-3)
260763_at	AT1G49220	Arabidopsis thaliana	RING/U-box superfamily protein(AT1G49220)
258700_at	AT3G09710	Arabidopsis thaliana	IQ-domain 1(IQD1)
256567_at	AT3G19553	Arabidopsis thaliana	Amino acid permease family protein(PUT5)
253768_at	AT4G28550	Arabidopsis thaliana	Ypt/Rab-GAP domain of gyp1p superfamily protein(AT4G28550)
257286_s_at	AT3G29763	Arabidopsis thaliana	General transcription factor 2-related zinc finger protein(AT3G29763)
256518_at	AT1G66080	Arabidopsis thaliana	hikeshi-like protein(AT1G66080)
249960_at	AT5G18830	Arabidopsis thaliana	squamosa promoter binding protein-like 7(SPL7)
248728_at	AT5G48000	Arabidopsis thaliana	cytochrome P450, family 708, subfamily A, polypeptide 2(CYP708A2)
256461_s_at	AT4G18440	Arabidopsis thaliana	L-Aspartase-like family protein(AT4G18440)
255663_at	AT4G00420	Arabidopsis thaliana	Double-stranded RNA-binding domain (DsRBD)-containing protein(AT4G00420)
259604_at	AT1G56450	Arabidopsis thaliana	20S proteasome beta subunit G1(PBG1)
261667_at	AT1G18460	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(AT1G18460)
261942_at	AT1G22590	Arabidopsis thaliana	AGAMOUS-like 87(AGL87)
254432_at	AT4G20830	Arabidopsis thaliana	FAD-binding Berberine family protein(AT4G20830)
254157_at	AT4G24220	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(VEP1)
254673_at	AT4G18430	Arabidopsis thaliana	RAB GTPase homolog A1E(RABA1e)
250527_at	AT5G08590	Arabidopsis thaliana	SNF1-related protein kinase 2.1(SNRK2.1)
255265_at	AT4G05190	Arabidopsis thaliana	kinesin 5(ATK5)
252251_at	AT3G49820	Arabidopsis thaliana	hypothetical protein(AT3G49820)
246212_at	AT4G36930	Arabidopsis thaliana	basic helix-loop-helix (bHLH) DNA-binding superfamily protein(SPT)
254612_at	AT4G19100	Arabidopsis thaliana	PAM68-like protein (DUF3464)(PAM68)
252179_at	AT3G50760	Arabidopsis thaliana	galacturonosyltransferase-like 2(GATL2)
258015_at	AT3G19340	Arabidopsis thaliana	aminopeptidase (DUF3754)(AT3G19340)
258941_at	AT3G09940	Arabidopsis thaliana	monodehydroascorbate reductase(MDHAR)
256326_at	AT3G02340	Arabidopsis thaliana	RING/U-box superfamily protein(AT3G02340)
