From	Entrez	Species	Description
AT3G28330	822461	Arabidopsis thaliana	F-box family protein-like protein(AT3G28330)
AT5G19560	832076	Arabidopsis thaliana	ROP uanine nucleotide exchange factor 10(ROPGEF10)
AT5G20550	832177	Arabidopsis thaliana	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT5G20550)
AT3G31980	822942	Arabidopsis thaliana	hypothetical protein(AT3G31980)
AT3G55930	824759	Arabidopsis thaliana	pre-mRNA-splicing factor(AT3G55930)
AT2G32840	817845	Arabidopsis thaliana	proline-rich family protein(AT2G32840)
AT3G04380	819593	Arabidopsis thaliana	SET-domain containing protein lysine methyltransferase family protein(SUVR4)
AT4G08336	826389	Arabidopsis thaliana	hypothetical protein(AT4G08336)
AT1G06240	837134	Arabidopsis thaliana	diiron containing four-helix bundle family ferritin protein, putative (Protein of unknown function DUF455)(AT1G06240)
AT4G08333	3769892	Arabidopsis thaliana	hypothetical protein(AT4G08333)
AT2G20875	816621	Arabidopsis thaliana	epidermal patterning factor 1(EPF1)
AT1G57850	842160	Arabidopsis thaliana	Toll-Interleukin-Resistance (TIR) domain family protein(AT1G57850)
AT1G18200	838399	Arabidopsis thaliana	Rab GTPase-like A1I protein(RABA6b)
AT2G17220	816227	Arabidopsis thaliana	Protein kinase superfamily protein(Kin3)
AT1G33820	840277	Arabidopsis thaliana	hypothetical protein(AT1G33820)
AT1G70820	843419	Arabidopsis thaliana	phosphoglucomutase, putative / glucose phosphomutase(AT1G70820)
AT2G19880	816507	Arabidopsis thaliana	Nucleotide-diphospho-sugar transferases superfamily protein(AT2G19880)
AT4G08330	826387	Arabidopsis thaliana	hypothetical protein(AT4G08330)
AT2G19890	816508	Arabidopsis thaliana	hypothetical protein(AT2G19890)
AT3G43960	823513	Arabidopsis thaliana	Cysteine proteinases superfamily protein(AT3G43960)
AT2G20870	816620	Arabidopsis thaliana	cell wall protein precursor(AT2G20870)
AT4G11980	826805	Arabidopsis thaliana	nudix hydrolase homolog 14(NUDX14)
AT5G07590	830652	Arabidopsis thaliana	Transducin/WD40 repeat-like superfamily protein(AT5G07590)
AT3G16360	820883	Arabidopsis thaliana	HPT phosphotransmitter 4(AHP4)
AT2G44820	819091	Arabidopsis thaliana	axoneme-associated protein MST101(2) protein(AT2G44820)
AT1G69830	843319	Arabidopsis thaliana	alpha-amylase-like 3(AMY3)
AT3G04390	819594	Arabidopsis thaliana	Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding protein(AT3G04390)
AT1G06230	837133	Arabidopsis thaliana	global transcription factor group E4(GTE4)
AT2G29200	817469	Arabidopsis thaliana	pumilio 1(PUM1)
AT2G05250	815073	Arabidopsis thaliana	DNAJ heat shock N-terminal domain-containing protein(AT2G05250)
AT1G21850	838787	Arabidopsis thaliana	SKU5 similar 8(sks8)
AT2G32890	817850	Arabidopsis thaliana	RALF-like 17(RALFL17)
AT2G05270	815075	Arabidopsis thaliana	hypothetical protein(AT2G05270)
AT5G19550	832075	Arabidopsis thaliana	aspartate aminotransferase 2(ASP2)
AT2G29240	817473	Arabidopsis thaliana	hypothetical protein(AT2G29240)
AT5G20540	832176	Arabidopsis thaliana	BREVIS RADIX-like 4(BRXL4)
AT3G28360	822465	Arabidopsis thaliana	P-glycoprotein 16(ABCB16)
AT1G33890	840286	Arabidopsis thaliana	Avirulence induced gene (AIG1) family protein(AT1G33890)
AT3G55980	824764	Arabidopsis thaliana	salt-inducible zinc finger 1(SZF1)
AT1G06270	837138	Arabidopsis thaliana	Pentatricopeptide repeat (PPR) superfamily protein(AT1G06270)
AT3G53320	824500	Arabidopsis thaliana	mediator of RNA polymerase II transcription subunit-like protein(AT3G53320)
AT5G32522	3771054	Arabidopsis thaliana	miscRNA(AT5G32522)
AT1G31230	840011	Arabidopsis thaliana	aspartate kinase-homoserine dehydrogenase i(AK-HSDH I)
AT3G16380	820885	Arabidopsis thaliana	poly(A) binding protein 6(PAB6)
AT5G32521	3771052	Arabidopsis thaliana	hypothetical protein(AT5G32521)
AT2G30230	817573	Arabidopsis thaliana	6,7-dimethyl-8-ribityllumazine synthase(AT2G30230)
AT4G08320	826386	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(TPR8)
AT5G32525	3771056	Arabidopsis thaliana	hypothetical protein(AT5G32525)
AT2G17260	816231	Arabidopsis thaliana	glutamate receptor 2(GLR2)
AT5G07560	830649	Arabidopsis thaliana	glycine-rich protein 20(GRP20)
AT3G16370	820884	Arabidopsis thaliana	GDSL-like Lipase/Acylhydrolase superfamily protein(AT3G16370)
AT5G32520	3771055	Arabidopsis thaliana	hypothetical protein(AT5G32520)
AT4G11970	826804	Arabidopsis thaliana	YTH family protein(AT4G11970)
AT1G18260	838406	Arabidopsis thaliana	HCP-like superfamily protein(EBS5)
AT3G43990	823516	Arabidopsis thaliana	Bromo-adjacent homology (BAH) domain-containing protein(AT3G43990)
AT1G06265	5007667	Arabidopsis thaliana	ncRNA(AT1G06265)
AT1G43210	3767297	Arabidopsis thaliana	hypothetical protein(AT1G43210)
AT3G28370	822466	Arabidopsis thaliana	spindle assembly checkpoint component(AT3G28370)
AT2G42210	818821	Arabidopsis thaliana	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein(OEP16-3)
AT2G29230	3768261	Arabidopsis thaliana	hypothetical protein(AT2G29230)
AT2G44870	819096	Arabidopsis thaliana	replicase polyprotein 1ab protein(AT2G44870)
AT3G53330	824501	Arabidopsis thaliana	plastocyanin-like domain-containing protein(AT3G53330)
AT2G05280	3768528	Arabidopsis thaliana	hypothetical protein(AT2G05280)
AT5G32519	3771048	Arabidopsis thaliana	hypothetical protein(AT5G32519)
AT3G28350	822464	Arabidopsis thaliana	miscRNA(AT3G28350)
AT5G32518	3771053	Arabidopsis thaliana	hypothetical protein(AT5G32518)
AT1G33880	840285	Arabidopsis thaliana	Avirulence induced gene (AIG1) family protein(AT1G33880)
AT3G55990	824765	Arabidopsis thaliana	trichome birefringence-like protein (DUF828)(ESK1)
AT5G19540	832074	Arabidopsis thaliana	thermosome subunit gamma(AT5G19540)
AT1G06260	837137	Arabidopsis thaliana	Cysteine proteinases superfamily protein(AT1G06260)
AT5G32513	3771049	Arabidopsis thaliana	hypothetical protein(AT5G32513)
AT1G18265	2745754	Arabidopsis thaliana	zein-binding protein (Protein of unknown function, DUF593)(AT1G18265)
AT5G32512	3771046	Arabidopsis thaliana	hypothetical protein(AT5G32512)
AT4G08310	826385	Arabidopsis thaliana	DNA ligase(AT4G08310)
AT3G16390	820886	Arabidopsis thaliana	nitrile specifier protein 3(NSP3)
AT5G32511	3771045	Arabidopsis thaliana	hypothetical protein(AT5G32511)
AT5G32510	3771043	Arabidopsis thaliana	hypothetical protein(AT5G32510)
AT1G31220	840010	Arabidopsis thaliana	Formyl transferase(AT1G31220)
AT5G32517	3771047	Arabidopsis thaliana	hypothetical protein(AT5G32517)
AT5G32516	3771051	Arabidopsis thaliana	hypothetical protein(AT5G32516)
AT2G17240	816229	Arabidopsis thaliana	arginine/serine-rich-like splicing factor(AT2G17240)
AT2G30240	817574	Arabidopsis thaliana	Cation/hydrogen exchanger family protein(ATCHX13)
AT5G32515	3771044	Arabidopsis thaliana	hypothetical protein(AT5G32515)
AT5G32514	3771050	Arabidopsis thaliana	hypothetical protein(AT5G32514)
AT5G07571	6240912	Arabidopsis thaliana	Oleosin family protein(AT5G07571)
AT2G20890	816623	Arabidopsis thaliana	photosystem II reaction center PSB29 protein(PSB29)
AT2G17250	816230	Arabidopsis thaliana	CCAAT-binding factor(EMB2762)
AT5G07570	830650	Arabidopsis thaliana	glycine/proline-rich protein(AT5G07570)
AT1G18270	838407	Arabidopsis thaliana	ketose-bisphosphate aldolase class-II family protein(AT1G18270)
AT4G11960	826803	Arabidopsis thaliana	PGR5-like B(PGRL1B)
AT3G43980	823515	Arabidopsis thaliana	Ribosomal protein S14p/S29e family protein(AT3G43980)
AT5G07572	6240961	Arabidopsis thaliana	hypothetical protein(AT5G07572)
AT1G43200	3767296	Arabidopsis thaliana	hypothetical protein(AT1G43200)
AT2G29220	817471	Arabidopsis thaliana	Concanavalin A-like lectin protein kinase family protein(AT2G29220)
AT2G42220	818822	Arabidopsis thaliana	Rhodanese/Cell cycle control phosphatase superfamily protein(AT2G42220)
AT1G43205	840920	Arabidopsis thaliana	hypothetical protein(AT1G43205)
AT2G44880	819097	Arabidopsis thaliana	Pentatricopeptide repeat (PPR-like) superfamily protein(AHG11)
AT2G29260	817475	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(AT2G29260)
AT3G55960	824762	Arabidopsis thaliana	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(AT3G55960)
AT1G06290	837140	Arabidopsis thaliana	acyl-CoA oxidase 3(ACX3)
AT2G32870	817848	Arabidopsis thaliana	TRAF-like family protein(AT2G32870)
AT2G05290	815077	Arabidopsis thaliana	hypothetical protein(AT2G05290)
AT3G53300	824497	Arabidopsis thaliana	cytochrome P450, family 71, subfamily B, polypeptide 31(CYP71B31)
AT5G19530	832073	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(ACL5)
AT1G31210	3766867	Arabidopsis thaliana	hypothetical protein(AT1G31210)
AT4G08300	826384	Arabidopsis thaliana	nodulin MtN21 /EamA-like transporter family protein(UMAMIT17)
AT2G30210	817571	Arabidopsis thaliana	laccase 3(LAC3)
AT1G33870	840284	Arabidopsis thaliana	P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G33870)
AT1G57800	842155	Arabidopsis thaliana	zinc finger (C3HC4-type RING finger) family protein(VIM5)
AT5G32505	3771042	Arabidopsis thaliana	hypothetical protein(AT5G32505)
AT2G17280	816234	Arabidopsis thaliana	Phosphoglycerate mutase family protein(AT2G17280)
AT4G11950	826802	Arabidopsis thaliana	transmembrane protein, putative (DUF1191)(AT4G11950)
AT5G07540	830647	Arabidopsis thaliana	glycine-rich protein 16(GRP16)
AT1G18240	3766750	Arabidopsis thaliana	hypothetical protein(AT1G18240)
AT3G53305	824498	Arabidopsis thaliana	cytochrome P450, family 71, subfamily B, polypeptide 32(CYP71B32)
AT2G44850	819094	Arabidopsis thaliana	hypothetical protein(AT2G44850)
AT5G20520	832174	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(WAV2)
AT1G21880	838790	Arabidopsis thaliana	lysm domain GPI-anchored protein 1 precursor(LYM1)
AT3G28390	822468	Arabidopsis thaliana	P-glycoprotein 18(ABCB18)
AT2G32880	817849	Arabidopsis thaliana	TRAF-like family protein(AT2G32880)
AT1G06280	837139	Arabidopsis thaliana	LOB domain-containing protein 2(LBD2)
AT2G29250	817474	Arabidopsis thaliana	Concanavalin A-like lectin protein kinase family protein(AT2G29250)
AT5G19520	832072	Arabidopsis thaliana	mechanosensitive channel of small conductance-like 9(MSL9)
AT2G32885	5007924	Arabidopsis thaliana	Rapid alkalinization factor (RALF) family protein(AT2G32885)
AT3G53310	824499	Arabidopsis thaliana	AP2/B3-like transcriptional factor family protein(AT3G53310)
AT3G55970	824763	Arabidopsis thaliana	jasmonate-regulated gene 21(JRG21)
AT1G31200	840008	Arabidopsis thaliana	phloem protein 2-A9(PP2-A9)
AT1G33860	840283	Arabidopsis thaliana	hypothetical protein(AT1G33860)
AT2G30220	817572	Arabidopsis thaliana	GDSL-like Lipase/Acylhydrolase family protein(AT2G30220)
AT3G41345	3769407	Arabidopsis thaliana	hypothetical protein(AT3G41345)
AT4G11945	3769939	Arabidopsis thaliana	hypothetical protein(AT4G11945)
AT2G17265	816232	Arabidopsis thaliana	homoserine kinase(HSK)
AT1G57810	3767558	Arabidopsis thaliana	hypothetical protein(AT1G57810)
AT2G17270	816233	Arabidopsis thaliana	phosphate transporter 3;3(PHT3;3)
AT1G21890	838791	Arabidopsis thaliana	nodulin MtN21 /EamA-like transporter family protein(UMAMIT19)
AT1G18250	838405	Arabidopsis thaliana	Pathogenesis-related thaumatin superfamily protein(ATLP-1)
AT4G11940	826801	Arabidopsis thaliana	hypothetical protein(AT4G11940)
AT5G07550	830648	Arabidopsis thaliana	glycine-rich protein 19(GRP19)
AT2G42200	818820	Arabidopsis thaliana	squamosa promoter binding protein-like 9(SPL9)
AT2G44860	819095	Arabidopsis thaliana	Ribosomal protein L24e family protein(AT2G44860)
AT3G28380	822467	Arabidopsis thaliana	P-glycoprotein 17(ABCB17)
AT5G20510	832173	Arabidopsis thaliana	alfin-like 5(AL5)
AT2G05294	6241323	Arabidopsis thaliana	transmembrane protein(AT2G05294)
AT4G35905	829745	Arabidopsis thaliana	Trm112p-like protein(AT4G35905)
AT4G08406	6240497	Arabidopsis thaliana	transmembrane protein(AT4G08406)
AT2G30270	817577	Arabidopsis thaliana	LURP-one-like protein (DUF567)(AT2G30270)
AT2G29280	3768176	Arabidopsis thaliana	miscRNA(AT2G29280)
AT4G08405	3770476	Arabidopsis thaliana	hypothetical protein(AT4G08405)
AT4G35900	829744	Arabidopsis thaliana	Basic-leucine zipper (bZIP) transcription factor family protein(FD)
AT4G08400	826398	Arabidopsis thaliana	Proline-rich extensin-like family protein(AT4G08400)
AT2G17295	3767923	Arabidopsis thaliana	ncRNA(AT2G17295)
AT2G42250	818826	Arabidopsis thaliana	cytochrome P450, family 712, subfamily A, polypeptide 1(CYP712A1)
AT4G23920	828492	Arabidopsis thaliana	UDP-D-glucose/UDP-D-galactose 4-epimerase 2(UGE2)
AT5G56490	835750	Arabidopsis thaliana	D-arabinono-1,4-lactone oxidase family protein(GulLO4)
AT1G08800	837402	Arabidopsis thaliana	myosin-binding protein (Protein of unknown function, DUF593)(AT1G08800)
AT2G29270	3768175	Arabidopsis thaliana	miscRNA(AT2G29270)
AT2G30280	817578	Arabidopsis thaliana	RNA-directed DNA methylation 4(RDM4)
AT4G35910	829746	Arabidopsis thaliana	Adenine nucleotide alpha hydrolases-like superfamily protein(AT4G35910)
AT4G23930	828493	Arabidopsis thaliana	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family(AT4G23930)
AT3G04400	819595	Arabidopsis thaliana	Ribosomal protein L14p/L23e family protein(emb2171)
AT2G42260	818827	Arabidopsis thaliana	uv-b-insensitive 4(UVI4)
AT2G17290	816235	Arabidopsis thaliana	Calcium-dependent protein kinase family protein(CPK6)
AT2G29263	6241347	Arabidopsis thaliana	hypothetical protein(AT2G29263)
AT4G23940	828494	Arabidopsis thaliana	FtsH extracellular protease family(FtsHi1)
AT3G04410	819596	Arabidopsis thaliana	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein(AT3G04410)
AT2G30250	817575	Arabidopsis thaliana	WRKY DNA-binding protein 25(WRKY25)
AT2G44890	819098	Arabidopsis thaliana	cytochrome P450, family 704, subfamily A, polypeptide 1(CYP704A1)
AT4G35920	829747	Arabidopsis thaliana	PLAC8 family protein(MCA1)
AT1G08820	837404	Arabidopsis thaliana	vamp/synaptobrevin-associated protein 27-2(VAP27-2)
AT2G42230	818823	Arabidopsis thaliana	C-CAP/cofactor C-like domain-containing protein(AT2G42230)
AT2G30260	817576	Arabidopsis thaliana	U2 small nuclear ribonucleoprotein B(U2B'')
AT3G04420	819597	Arabidopsis thaliana	NAC domain containing protein 48(NAC048)
AT2G29290	817478	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(AT2G29290)
AT4G23950	828495	Arabidopsis thaliana	Galactose-binding protein(AT4G23950)
AT5G32495	3771041	Arabidopsis thaliana	hypothetical protein(AT5G32495)
AT4G35930	829748	Arabidopsis thaliana	F-box family protein(FBS4)
AT2G42247	5007953	Arabidopsis thaliana	ncRNA(AT2G42247)
AT3G16400	820887	Arabidopsis thaliana	nitrile specifier protein 1(NSP1)
AT5G32490	3771040	Arabidopsis thaliana	hypothetical protein(AT5G32490)
AT1G08810	837403	Arabidopsis thaliana	myb domain protein 60(MYB60)
AT2G42240	818824	Arabidopsis thaliana	RNA-binding (RRM/RBD/RNP motifs) family protein(AT2G42240)
AT3G04430	819598	Arabidopsis thaliana	NAC domain containing protein 49(NAC049)
AT3G28400	3768972	Arabidopsis thaliana	hypothetical protein(AT3G28400)
AT4G21300	827878	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(AT4G21300)
AT5G32489	3771038	Arabidopsis thaliana	hypothetical protein(AT5G32489)
AT5G32488	3771039	Arabidopsis thaliana	hypothetical protein(AT5G32488)
AT4G23960	828496	Arabidopsis thaliana	F-box family protein(AT4G23960)
AT1G33811	840274	Arabidopsis thaliana	GDSL-like Lipase/Acylhydrolase superfamily protein(AT1G33811)
AT1G33810	840273	Arabidopsis thaliana	zinc finger/BTB domain protein(AT1G33810)
AT5G32483	3771033	Arabidopsis thaliana	hypothetical protein(AT5G32483)
AT5G32482	833210	Arabidopsis thaliana	hypothetical protein(AT5G32482)
AT1G33813	3766903	Arabidopsis thaliana	hypothetical protein(AT1G33813)
AT5G32481	3771032	Arabidopsis thaliana	hypothetical protein(AT5G32481)
AT3G16410	820888	Arabidopsis thaliana	nitrile specifier protein 4(NSP4)
AT1G08845	837407	Arabidopsis thaliana	Ribosomal L18p/L5e family protein(AT1G08845)
AT5G32487	3771036	Arabidopsis thaliana	hypothetical protein(AT5G32487)
AT2G42290	818830	Arabidopsis thaliana	Leucine-rich repeat protein kinase family protein(AT2G42290)
AT5G32486	3771037	Arabidopsis thaliana	hypothetical protein(AT5G32486)
AT1G33817	3766904	Arabidopsis thaliana	hypothetical protein(AT1G33817)
AT5G32485	3771034	Arabidopsis thaliana	hypothetical protein(AT5G32485)
AT5G32484	3771035	Arabidopsis thaliana	hypothetical protein(AT5G32484)
AT3G16415	3768776	Arabidopsis thaliana	miscRNA(AT3G16415)
AT1G08840	837406	Arabidopsis thaliana	DNA replication helicase(emb2411)
AT4G35940	829749	Arabidopsis thaliana	hypothetical protein(AT4G35940)
AT3G04440	819599	Arabidopsis thaliana	Plasma-membrane choline transporter family protein(AT3G04440)
AT5G20490	832171	Arabidopsis thaliana	myosin family protein with Dil(XIK)
AT1G21835	5007711	Arabidopsis thaliana	Plant thionin family protein(AT1G21835)
AT4G21310	827879	Arabidopsis thaliana	transmembrane protein, putative (DUF1218)(AT4G21310)
AT4G23970	828497	Arabidopsis thaliana	hypothetical protein(AT4G23970)
AT1G33800	840272	Arabidopsis thaliana	glucuronoxylan 4-O-methyltransferase-like protein (DUF579)(GXMT1)
AT3G04445	3768870	Arabidopsis thaliana	miscRNA(AT3G04445)
AT1G80190	844359	Arabidopsis thaliana	partner of SLD five 1(PSF1)
AT5G32471	3771029	Arabidopsis thaliana	miscRNA(AT5G32471)
AT3G16420	820890	Arabidopsis thaliana	PYK10-binding protein 1(PBP1)
AT5G32470	833206	Arabidopsis thaliana	heme oxygenase-like, multi-helical(AT5G32470)
AT5G32475	3771031	Arabidopsis thaliana	hypothetical protein(AT5G32475)
AT5G32473	3771030	Arabidopsis thaliana	hypothetical protein(AT5G32473)
AT1G21830	838785	Arabidopsis thaliana	hypothetical protein(AT1G21830)
AT4G35950	829750	Arabidopsis thaliana	RAC-like 6(RAC6)
AT1G08830	837405	Arabidopsis thaliana	copper/zinc superoxide dismutase 1(CSD1)
AT3G04450	819601	Arabidopsis thaliana	Homeodomain-like superfamily protein(AT3G04450)
AT2G30290	817579	Arabidopsis thaliana	VACUOLAR SORTING RECEPTOR 2(VSR2)
AT5G20480	832170	Arabidopsis thaliana	EF-TU receptor(EFR)
AT3G28420	822472	Arabidopsis thaliana	Putative membrane lipoprotein(AT3G28420)
AT4G21323	827881	Arabidopsis thaliana	Subtilase family protein(AT4G21323)
AT4G21320	827880	Arabidopsis thaliana	Aldolase-type TIM barrel family protein(HSA32)
AT4G23980	828498	Arabidopsis thaliana	auxin response factor 9(ARF9)
AT3G16430	820891	Arabidopsis thaliana	jacalin-related lectin 31(JAL31)
AT5G32460	3771028	Arabidopsis thaliana	Transcriptional factor B3 family protein(AT5G32460)
AT3G16432	6240880	Arabidopsis thaliana	hypothetical protein(AT3G16432)
AT2G42270	818828	Arabidopsis thaliana	U5 small nuclear ribonucleoprotein helicase(AT2G42270)
AT4G21326	827882	Arabidopsis thaliana	subtilase 3.12(SBT3.12)
AT4G33300	829466	Arabidopsis thaliana	ADR1-like 1(ADR1-L1)
AT1G06200	837129	Arabidopsis thaliana	Peptidase S24/S26A/S26B/S26C family protein(AT1G06200)
AT1G08860	837408	Arabidopsis thaliana	Calcium-dependent phospholipid-binding Copine family protein(BON3)
AT3G28410	822470	Arabidopsis thaliana	F-box/RNI-like superfamily protein(AT3G28410)
AT3G04460	819602	Arabidopsis thaliana	peroxin-12(PEX12)
AT5G19485	3770677	Arabidopsis thaliana	transferases/nucleotidyltransferase(AT5G19485)
AT5G20470	832169	Arabidopsis thaliana	myosin(HDK)
AT3G28415	822471	Arabidopsis thaliana	ABC transporter family protein(ABCB22)
AT3G28412	3768973	Arabidopsis thaliana	hypothetical protein(AT3G28412)
AT4G21330	827883	Arabidopsis thaliana	basic helix-loop-helix (bHLH) DNA-binding superfamily protein(DYT1)
AT4G23990	828499	Arabidopsis thaliana	cellulose synthase like G3(CSLG3)
